Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,City,Country
Insanity,Barleywine - English,Weyerbacher Brewing Co.,Weyerbacher Brewing Co. Insanity,"Notes:Insanity, 13.3% ABV, is made by aging our Blithering Idiot Barleywine Ale in whiskey barrels. The barrel aging imparts an additional level of complexity to an already intense malt profile by adding a combination of vanilla, oak and whiskey notes.\t",13.3,40,60,7,56,55,19,103,27,0,68,19,27,88,4.17916,4.03973,4.104948,4.238381,3.976012,667,Easton,USA
Blithering Idiot,Barleywine - English,Weyerbacher Brewing Co.,Weyerbacher Brewing Co. Blithering Idiot,Notes:,11.1,40,60,2,44,47,29,138,26,0,62,31,15,97,3.71981,3.777476,3.774084,3.74152,3.607191,737,Easton,USA
Mother Of All Storms,Barleywine - English,Pelican Pub & Brewery,Pelican Pub & Brewery Mother Of All Storms,"Notes:First Release - November 2008 'The Perfect Storm'2007 Stormwatcher's Winterfest Barleywine, aged in 1998 Evan Williams Bourbon Barrels.Second Release - October 2009 'The Perfect Storm'2008 Stormwatcher's Winterfest Barleywine, aged in 1998 Evan Williams Bourbon Barrels.***NOTE - Third Release - November 2010 The name was changed to 'Mother of All Storms' for trademark reasons.***Fourth Release - November 201131.7 degrees PlatoAlcohol: 13.5% by volumeBitterness: 40 IBU\t",14.0,40,60,10,66,86,37,156,34,1,77,12,27,168,4.519305,4.206564,4.397683,4.523166,4.281853,259,Pacific City,USA
Old Foghorn,Barleywine - English,Anchor Brewing Company,Anchor Brewing Company Anchor Old Foghorn,"Notes:Old Foghorn® is brewed based on historic English barleywine methods. It is highly hopped, fermented with a true top-fermenting ale yeast, carbonated by a natural process called ""bunging"" to produce champagne-like bubbles, and dry-hopped with additional Cascade hops while it ages in our cellars. Made only from “first wort,” the rich first runnings of an all-malt mash, three mashes are required to produce just one barleywine brew.ABV varies slightly over the years.\t",10.0,40,60,10,62,37,56,116,36,0,82,64,15,110,3.935225,3.882762,3.862955,3.96788,3.853854,934,San Francisco,USA
Double Double Barrel Ale,Barleywine - English,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Double Double Barrel Ale,Notes:,12.0,40,60,10,45,49,16,67,13,0,35,9,32,101,3.911765,4.117647,4.058824,4.264706,4.117647,17,Paso Robles,USA
Mirror Mirror,Barleywine - English,Deschutes Brewery,Deschutes Brewery Mirror Mirror,"Notes:Bottled/kegged vintages:2005 - Released February 20062009 - Released April 20092014 - Released April 2014The Reserve Series romance all began with our first release of this limited-edition brew. Mirror Mirror, born of a double batch of Mirror Pond Pale Ale, is an inspired barley wine ale layered with intriguing nuances. Explore this latest incarnation and enjoy its delicious complexity in every sip.30 IBU\t",11.0,40,60,18,56,19,32,119,28,0,77,29,18,104,4.122807,4.117794,4.154135,4.246867,4.096491,399,Bend,OR
Arctic Devil Barley Wine,Barleywine - English,Midnight Sun Brewing Co.,Midnight Sun Brewing Co. Arctic Devil Barley Wine,"Notes:Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is brewed once a year then aged in oak barrels for several months before the entire batch is blended, bottled and released.In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment.20 IBU\t",13.2,40,60,10,72,69,28,123,23,0,49,23,24,141,4.38756,4.119617,4.334928,4.437799,4.19378,209,Anchorage,USA
Bourbon Barrel-Aged Barley Wine,Barleywine - English,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Bourbon Barrel Barley Wine,Notes:,14.5,40,60,7,47,94,24,99,14,1,44,8,25,123,4.419492,3.936441,4.169492,4.34322,4.152542,118,Clinton Twp,USA
J.W. Lees Harvest Ale (Lagavulin Whisky Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Lagavulin Whisky Cask),Notes:,11.5,40,60,9,54,59,11,126,22,1,64,6,54,74,4.135922,3.808252,3.985437,4.024272,3.742718,206,Manchester M24 2AX,United Kingdom
Bligh's Barleywine Ale,Barleywine - English,Dry Dock Brewing Co.,Dry Dock Brewing Co. Bligh's Barleywine Ale,"Notes:Malty and complex, this big beer has a strong caramel backbone supporting oak and whiskey flavors with hints of dark fruits. The nose wafts of coconut, toffee, and a smooth hint of alcohol. The flavor and aroma meld, becoming one after just a single sip. This beer is ready to drink, but also ages with the best of them.\t",10.0,40,60,4,62,64,13,123,31,0,46,7,18,96,4.44,4.07,4.23,4.5,4.45,50,Aurora,USA
J.W. Lees Harvest Ale (Calvados Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Calvados Cask),Notes:,11.5,40,60,9,38,48,23,188,74,0,93,22,30,93,4.149171,3.80663,4.069061,4.151934,3.922652,181,Manchester M24 2AX,United Kingdom
J.W. Lees Harvest Ale (Port Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Port Cask),Notes:This fully fermented ale can be enjoyed now or laid down like a fine wine for enjoyment to come.\t,11.5,40,60,7,48,38,23,148,36,0,89,9,14,76,4.266272,3.914201,4.192308,4.289941,4.044379,169,Manchester M24 2AX,United Kingdom
Ridge Runner,Barleywine - English,Rock Art Brewery,Rock Art Brewery Ridge Runner,"Notes:""Robust, Dark and Smooth, hold on to your hat cause you’ll lose your feet on this one!"" Brewed with pale, dark crystal, Munich, flaked barley, black and chocolate malts. Hops include Cascade, Crystal, Challenger and Perle.\t",7.2,40,60,9,53,20,27,80,22,2,45,29,5,114,3.505556,3.769444,3.325,3.458333,3.591667,180,Morristown,USA
J.W. Lees Harvest Ale (Sherry Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Sherry Cask),Notes:,11.5,40,60,5,58,22,24,134,40,0,85,30,31,101,4.144828,3.868966,4.131034,4.134483,3.868966,145,Manchester M24 2AX,United Kingdom
Irish Walker,Barleywine - English,Olde Hickory Brewery,Olde Hickory Brewery Irish Walker,"Notes:A long slow fermentation and cold aging makes Irish Walker a well rounded, complex Barley Wine Ale. Released only once a year, it exhibits malty sweetness, fruity esters, and hoppy balance. This ale will age well for years to come.\t",10.14,40,60,7,83,62,58,186,52,0,105,40,17,170,3.932692,3.980769,3.903846,3.971154,3.855769,52,Hickory,USA
Commander,Barleywine - English,Lift Bridge Brewery,Lift Bridge Brewery Commander,"Notes:The Commander™ is our English-Style Barleywine ale brewed with heavy fists of malts and subtle, sweet Cardamom. Aged in bourbon barrels, its bold, complex flavor reaches heights measured only by the building of its namesake. This 12.5% ABV treat is best enjoyed in smaller portions when you have some time to savor it, between now and 2020.\t",12.5,40,60,4,51,71,10,96,17,0,34,11,66,95,3.964286,3.821429,4.071429,4.035714,4.035714,14,Stillwater,USA
Pugsley's Signature Series: Barley Wine,Barleywine - English,Shipyard Brewing Co.,Shipyard Brewing Co. Shipyard Barley Wine Style Ale (Pugsley's Signature Series),"Notes:This addition to the Pugsley's Signature Series collection is a big beer made with six different malts and balanced with a very full hop charge. It is a deep reddish brown in color with a complex fruity nose, a very full body, and an interesting balance between grains and hops which ends with a pleasing dry taste.\t",8.5,40,60,23,99,30,65,124,42,0,63,54,20,130,3.666667,3.949612,3.631783,3.604651,3.635659,129,Portland,USA
Bommen & Granaten,Barleywine - English,Brouwerij De Molen,Brouwerij De Molen Bommen & Granaten,Notes:750ml: 53.9 IBU 330ml: 57 IBU\t,15.2,40,60,11,55,39,36,144,45,0,88,30,6,70,3.892857,3.440476,3.714286,3.845238,3.702381,42,Bodegraven,Netherlands
Double Old Thumper Ale,Barleywine - English,Shipyard Brewing Co.,Shipyard Brewing Co. Double Old Thumper Ale,Notes:,11.2,40,60,2,62,63,57,145,54,0,80,68,17,125,3.515873,3.928571,3.531746,3.452381,3.357143,63,Portland,USA
Wooden Hell,Barleywine - English,Flossmoor Station Restaurant & Brewery,Flossmoor Station Restaurant & Brewery Wooden Hell,"Notes:GABF 2006 Strong Barrel Aged Bronze, Woodford Reserve Barrel Aged Barleywine\t",9.5,40,60,11,77,90,35,134,28,0,78,44,51,143,4.605263,4.177632,4.460526,4.605263,4.546053,76,Flossmoor,USA
Golden Pride,Barleywine - English,Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Golden Pride,Notes:,8.5,40,60,9,48,54,37,101,35,0,59,39,4,111,4.0,4.083333,4.006944,4.145833,3.958333,72,London,United Kingdom
Stormwatcher's Winterfest,Barleywine - English,Pelican Pub & Brewery,Pelican Pub & Brewery Stormwatcher's Winterfest,Notes:32.1 degrees PlatoAlcohol: 13.0% by volumeBitterness: 31 IBUColor: 54 SRM\t,13.0,40,60,7,57,46,29,122,26,2,74,30,16,130,4.188679,4.037736,4.169811,4.283019,4.113208,53,Pacific City,USA
Old Abominable,Barleywine - English,Stoudts Brewing Co.,Stoudts Brewing Co. Old Abominable,Notes:,9.0,40,60,11,51,23,29,114,33,6,53,36,4,91,3.761905,3.936508,3.738095,3.68254,3.801587,63,Reinholds,USA
Fuller's ESB,Bitter - English Extra Special / Strong Bitter (ESB),Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Fuller's ESB,"Notes:Twice named World Champion Beer, Fuller’s ESB is one of the most decorated ales of its time. A winner born and brewed, it’s a strong, full-bodied ale that has delighted drinkers for decades with its smooth, mellow bitterness and superbly satisfying finish.\t",5.9,20,40,15,59,16,41,63,23,0,37,57,10,67,3.912885,4.001216,4.036062,4.130065,4.194895,1234,London,United Kingdom
Sawtooth,Bitter - English Extra Special / Strong Bitter (ESB),Left Hand Brewing Company,Left Hand Brewing Company Sawtooth Ale,"Notes:Sessionable. Unpretentious. Left Hand's original flagship. Proof that a beer can be both complex and balanced. Malty chewiness slowly transitioning over to herbal, earthy hops with a dry finish. Brewed to be enjoyed with friends and to stimulate serendipity.\t",5.3,20,40,18,37,2,55,53,18,0,25,78,0,117,3.566553,3.746587,3.673208,3.691126,3.832765,586,Longmont,USA
Harvest Ale,Bitter - English Extra Special / Strong Bitter (ESB),Southern Tier Brewing Company,Southern Tier Brewing Company Harvest Ale,"Notes:Our celebration of the change of the seasons, a deeply comforting ale to usher in the sunset as the evenings get cooler. In salutation to that special moment in time when the year’s harvest is a gracious cornucopia before us, we brew a classic ESB. Harvest is brewed with a combination of fresh English hops, cracked barley, and hard work. This is a classic English style Extra Special Bitter of the highest order. Harvest’s deep ruby color envokes a bright autumn mountainside where a warm sweater, a good beer, and the gratitude for the seasons are all you need.\t",6.7,20,40,18,26,11,74,21,23,0,26,105,9,52,3.938298,3.817021,3.803191,3.974468,4.071277,470,Lakewood,USA
Old Thumper,Bitter - English Extra Special / Strong Bitter (ESB),Shipyard Brewing Co.,Shipyard Brewing Co. Old Thumper ESA,"Notes:Old Thumper Extra Special Ale was created in 1979 by veteran British brewer, Peter Austin, founder of the Ringwood Brewery in Hampshire, England and mentor to Shipyard's master brewer Alan Pugsley. A British Grand Champion beer, Old Thumper is a non-traditional English Bitter, brewer in the US solely by Shipyard.\t",5.6,20,40,12,27,19,57,75,29,0,35,75,5,102,3.565574,3.729508,3.68306,3.741803,3.754098,366,Portland,USA
Anvil,Bitter - English Extra Special / Strong Bitter (ESB),AleSmith Brewing Company,AleSmith Brewing Company Anvil Ale ESB,Notes:,5.5,20,40,12,56,8,54,57,20,3,25,68,3,118,3.774704,3.982213,3.897233,3.911067,4.037549,253,San Diego,USA
Scarlet Lady Ale,Bitter - English Extra Special / Strong Bitter (ESB),Stoudts Brewing Co.,Stoudts Brewing Co. Stoudt's Scarlet Lady ESB,"Notes:This English-style ale is brewed with Marris Otter and Caramel malts for a rich, reddish-copper color and smooth malty palate. The use of bittering and aroma addition hops balances the regal, sweet maltiness and imparts a softly perfumed aroma.\t",5.0,20,40,18,32,4,50,45,21,0,15,82,2,89,3.490305,3.770083,3.555402,3.578947,3.747922,361,Reinholds,USA
Lord Rear Admiral,Bitter - English Extra Special / Strong Bitter (ESB),Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Lord Admiral Nelson,"Notes:Three Floyds version of an ESB, this deep amber ale has a complex malt sweetness and pronounced apricot hoppiness. Named after Admiral Lord Horatio Nelson.55 IBU\t",6.4,20,40,18,57,13,77,118,63,1,105,110,11,117,4.198276,4.193966,4.030172,4.198276,4.24569,116,Munster,USA
Extra Special Ale (ESA),Bitter - English Extra Special / Strong Bitter (ESB),Yards Brewing Co.,Yards Brewing Co. Extra Special Ale (ESA),"Notes:Our first ever and most beloved brew, ESA helped establish a following for cask-conditioned beer in the United States back in the ‘90s. East Kent Golding hops give this English style ale a subtle spiciness, which compliments its strong malt backbone. Hints of chocolate and caramel round out this deep chestnut colored ale. Floral, earthy, smooth.\t",6.0,20,40,13,55,11,59,54,20,1,18,75,20,90,3.647773,3.888664,3.803644,3.813765,3.84413,247,Philadelphia,USA
Foster's Premium Ale,Bitter - English Extra Special / Strong Bitter (ESB),Foster's Group Limited,Foster's Group Limited Foster's Premium Ale,Notes:,5.5,20,40,21,43,15,45,53,17,0,16,73,7,95,2.701613,3.387097,3.044355,2.919355,3.104839,124,Asahi Breweries,AB InBev
Belk's ESB,Bitter - English Extra Special / Strong Bitter (ESB),Anderson Valley Brewing Company,Anderson Valley Brewing Company Boont ESB,"Notes:Inspired by the classic “Bitters” from Great Britain, our Belk’s ESB is an innovative take on the style. With a deep, golden hue and big malty foundation, the spicy, herbal hop aromas and crisp, bitter bite give a West Coast flair to this classic recipe.Formerly Boont ESB.\t",6.8,20,40,21,48,16,83,48,43,1,52,123,22,73,3.69883,3.906433,3.817251,3.856725,3.798246,342,Boonville,CA
ESB,Bitter - English Extra Special / Strong Bitter (ESB),Green Man Brewery,Green Man Brewery Green Man ESB,"Notes:A malty amber ale boasting rich toasted and caramel flavors, Green Man ESB is one of our award-winning signature brews. Our blend of authentic British malts and hops creates a nutty aroma, full body, and a sweet finish. Prepare yourself for a truly exceptional interpretation of a traditional English style.\t",5.5,20,40,15,39,7,46,65,23,0,29,70,6,123,3.553571,3.785714,3.839286,3.857143,3.910714,28,Asheville,USA
Motor Boat,Bitter - English Extra Special / Strong Bitter (ESB),SweetWater Brewing Company,SweetWater Brewing Company Sweetwater Motor Boat,Notes:,5.6,20,40,18,48,6,92,57,38,2,39,144,9,87,3.757353,3.805147,3.698529,3.805147,3.878676,136,Tilray,Four Twenty Corporation
ESB Special Ale,Bitter - English Extra Special / Strong Bitter (ESB),Ska Brewing Co.,Ska Brewing Co. ESB Special Ale,Notes:,5.7,20,40,21,59,8,61,70,35,1,32,86,12,126,3.403448,3.765517,3.631034,3.548276,3.768966,145,Durango,USA
